--DOCSTART--	--DOCSTART--
descida	O
em	O
que	O
os	O
pilotos	O
alcançam	O
velocidades	O
muito	O
elevadas.	O
--SENTENCE--	--SENTENCE--
Apesar	O
do	O
grande	O
aparato	O
da	O
queda	O
,	O
Ricardo	B-PESSOA
Pazos	I-PESSOA
pode	O
prosseguir	O
em	O
prova	O
,	O
pois	O
os	O
seus	O
equipamentos	O
protegeram-no	O
de	O
lesões	O
graves	O
,	O
nomeadamente	O
o	O
capacete	O
CMS	O
,	O
botas	O
Oxtar	O
e	O
equipamento	O
Shift.	O
--SENTENCE--	--SENTENCE--
Apesar	O
de	O
ter	O
quase	O
uma	O
volta	O
de	O
atraso	O
para	O
os	O
seus	O
adversários	O
,	O
não	O
baixou	O
os	O
braços	O
e	O
realizou	O
uma	O
grande	O
recuperação	O
,	O
alcançando	O
o	O
12º	B-VALOR
lugar.	O
--SENTENCE--	--SENTENCE--
Para	O
o	O
publico	O
presente	O
a	O
luta	O
travada	O
entre	O
Hugo	B-PESSOA
Basaula	I-PESSOA
e	O
Ricardo	B-PESSOA
Pereira	I-PESSOA
foi	O
empolgante	O
,	O
pois	O
os	O
pilotos	O
trocavam	O
de	O
posições	O
em	O
todo	O
o	O
percurso	O
da	O
pista.	O
--SENTENCE--	--SENTENCE--
No	O
final	O
seria	O
Ricardo	B-PESSOA
Pereira	I-PESSOA
a	O
levar	O
a	O
melhor	O
sobre	O
o	O
colega	O
de	O
equipa	O
,	O
alcançando	O
o	O
11º	B-VALOR
lugar	O
e	O
Hugo	B-PESSOA
Basaula	I-PESSOA
o	O
17º	B-VALOR
lugar.	O
--SENTENCE--	--SENTENCE--
Esta	O
prova	O
também	O
contava	O
para	O
o	O
Troféu	B-ACONTECIMENTO
Suzuki	I-ACONTECIMENTO
Cepsa	I-ACONTECIMENTO
Cetelem	I-ACONTECIMENTO
Motojornal	I-ACONTECIMENTO
,	O
e	O
o	O
lugar	O
mais	O
alto	O
do	O
Podium	O
voltou	O
a	O
ser	O
ocupado	O
por	O
Ricardo	B-PESSOA
Pereira	I-PESSOA
,	O
que	O
assim	O
permanece	O
invicto	O
deste	O
o	O
início	O
desta	O
iniciativa	O
em	B-TEMPO
2004	I-TEMPO
.	O
--SENTENCE--	--SENTENCE--
--DOCSTART--	--DOCSTART--
--SENTENCE--	--SENTENCE--
--SENTENCE--	--SENTENCE--
Onde	O
ficam	O
as	O
Ilhas	B-LOCAL
Marquesas	I-LOCAL
?	O
--SENTENCE--	--SENTENCE--
De	O
que	O
organização	O
é	O
que	O
Javier	B-PESSOA
Solana	I-PESSOA
era	O
secretário-geral	O
?	O
--SENTENCE--	--SENTENCE--
O	O
que	O
é	O
a	O
EFTA	B-ORGANIZACAO
?	O
--SENTENCE--	--SENTENCE--
Quando	O
é	O
que	O
foi	O
criada	O
?	O
--SENTENCE--	--SENTENCE--
Que	O
cinco	O
países	O
da	O
EFTA	B-ORGANIZACAO
se	O
juntaram	O
ao	O
EEE	O
''	O
EEE	O
quando	O
este	O
entrou	O
em	O
vigor	O
?	O
--SENTENCE--	--SENTENCE--
Qual	O
é	O
o	O
maior	O
banco	O
do	O
Japão	B-LOCAL
?	O
--SENTENCE--	--SENTENCE--
A	O
que	O
companhia	O
pertencia	O
o	O
Airbus	O
atacado	O
pelo	O
GIA	O
em	B-TEMPO
Dezembro	I-TEMPO
de	I-TEMPO
1994	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Quem	O
é	O
Michael	B-PESSOA
Jackson	I-PESSOA
?	O
--SENTENCE--	--SENTENCE--
Diga	O
um	O
dos	O
grandes	O
sucessos	O
de	O
Michael	B-PESSOA
Jackson	I-PESSOA
?	O
--SENTENCE--	--SENTENCE--
Com	O
quem	O
é	O
que	O
ele	O
se	O
casou	O
em	B-TEMPO
Maio	I-TEMPO
de	I-TEMPO
1994	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Qual	O
era	O
a	O
nacionalidade	O
de	O
Ayrton	B-PESSOA
Senna	I-PESSOA
?	O
--SENTENCE--	--SENTENCE--
Quantas	O
vezes	O
é	O
que	O
ele	O
foi	O
campeão	O
do	O
mundo	O
?	O
--SENTENCE--	--SENTENCE--
Quando	O
é	O
que	O
ele	O
morreu	O
?	O
--SENTENCE--	--SENTENCE--
Em	O
que	O
circuito	O
de	O
F1	O
é	O
que	O
ele	O
morreu	O
?	O
--SENTENCE--	--SENTENCE--
Quando	O
é	O
que	O
caiu	O
o	O
regime	O
comunista	O
do	O
Afeganistão	B-LOCAL
?	O
--SENTENCE--	--SENTENCE--
Quem	O
era	O
o	O
presidente	O
do	O
regime	O
comunista	O
do	O
Afeganistão	B-LOCAL
antes	O
dessa	O
queda	O
?	O
--SENTENCE--	--SENTENCE--
Quantos	O
casamentos	O
ocurreram	O
na	O
Grã-Bretanha	B-LOCAL
em	B-TEMPO
1993	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
O	O
que	O
é	O
o	O
IRA	B-ORGANIZACAO
?	O
--SENTENCE--	--SENTENCE--
Contra	O
que	O
aeroporto	O
londrino	O
o	O
IRA	B-ORGANIZACAO
lançou	O
um	O
ataque	O
de	O
morteiro	O
em	B-TEMPO
1994	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Quando	O
é	O
que	O
foi	O
inaugurada	O
a	O
Ponte	B-LOCAL
da	I-LOCAL
Normandia	I-LOCAL
?	O
--SENTENCE--	--SENTENCE--
Quando	O
ocorreu	O
o	O
tremor	O
de	O
terra	O
em	O
Los	B-LOCAL
Angeles	I-LOCAL
?	O
--SENTENCE--	--SENTENCE--
Quem	O
é	O
Paul	B-PESSOA
Touvier	I-PESSOA
?	O
--SENTENCE--	--SENTENCE--
Quando	O
é	O
que	O
começou	O
o	O
julgamento	O
de	O
Paul	B-PESSOA
Touvier	I-PESSOA
?	O
--SENTENCE--	--SENTENCE--
Quando	O
é	O
que	O
foi	O
criado	O
o	O
Tribunal	B-ORGANIZACAO
Internacional	I-ORGANIZACAO
Penal	I-ORGANIZACAO
para	O
o	O
Ruanda	B-LOCAL
?	O
--SENTENCE--	--SENTENCE--
Quando	O
é	O
que	O
Liamine	B-PESSOA
Zéroul	I-PESSOA
foi	O
eleito	O
para	O
a	O
presidência	O
da	O
Argélia	B-LOCAL
?	O
--SENTENCE--	--SENTENCE--
Quando	O
é	O
que	O
a	O
Organização	O
Mundial	O
do	O
Comércio	O
entrou	O
em	O
vigor	O
?	O
--SENTENCE--	--SENTENCE--
Em	O
que	O
ano	O
nasceu	O
Richard	B-PESSOA
Nixon	I-PESSOA
?	O
--SENTENCE--	--SENTENCE--
Quando	O
é	O
que	O
o	O
antigo	O
Parlamento	B-LOCAL
da	O
Bretanha	B-LOCAL
foi	O
destruído	O
por	O
um	O
incêndio	O
?	O
--SENTENCE--	--SENTENCE--
Onde	O
fica	O
Lillehammer	B-LOCAL
?	O
--SENTENCE--	--SENTENCE--
Quando	O
é	O
que	O
Eduardo	B-PESSOA
Frei	I-PESSOA
se	O
tornou	O
presidente	O
do	O
Chile	B-LOCAL
?	O
--SENTENCE--	--SENTENCE--
Em	O
que	O
ano	O
é	O
que	O
Eugène	B-PESSOA
Ionesco	I-PESSOA
entrou	O
na	O
Academia	B-ORGANIZACAO
Francesa	I-ORGANIZACAO
?	O
--SENTENCE--	--SENTENCE--
Que	O
bispo	O
foi	O
suspenso	O
pelo	O
Vaticano	B-ORGANIZACAO
a	B-TEMPO
13	I-TEMPO
de	I-TEMPO
Fevereiro	I-TEMPO
de	I-TEMPO
1995	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Em	O
França	B-LOCAL
,	O
quem	O
foi	O
nomeado	O
Primeiro	O
Ministro	O
a	B-TEMPO
17	I-TEMPO
de	I-TEMPO
Maio	I-TEMPO
de	I-TEMPO
1995	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Onde	O
fica	O
Balcarce	B-LOCAL
?	O
--SENTENCE--	--SENTENCE--
Que	O
famoso	O
condutor	O
argentino	O
se	O
retirou	O
em	B-TEMPO
1958	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Quem	O
ganhou	O
o	O
Torneio	B-ACONTECIMENTO
das	I-ACONTECIMENTO
Cinco	I-ACONTECIMENTO
Nações	I-ACONTECIMENTO
em	B-TEMPO
1994	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Quem	O
ganhou	O
o	O
Óscar	O
de	O
melhor	O
filme	O
por	O
``	O
Forrest	O
Gump	O
''	O
?	O
--SENTENCE--	--SENTENCE--
Quem	O
ganhou	O
o	O
Prémio	O
Goncourt	O
em	B-TEMPO
1995	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Quem	O
ganhou	O
o	O
Óscar	O
de	O
melhor	O
actor	O
em	B-TEMPO
1994	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Quem	O
se	O
suicidou	O
a	B-TEMPO
8	I-TEMPO
de	I-TEMPO
Abril	I-TEMPO
de	I-TEMPO
1994	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Que	O
duas	O
personalidades	O
famosas	O
presidiram	O
ao	O
júri	O
do	O
Festival	B-ACONTECIMENTO
de	O
Cannes	B-LOCAL
de	B-TEMPO
1994	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Quantos	O
habitantes	O
tem	O
Catmandu	B-LOCAL
?	O
--SENTENCE--	--SENTENCE--
A	O
que	O
partido	O
político	O
pertence	O
Thérèse	B-PESSOA
Aillaud	I-PESSOA
?	O
--SENTENCE--	--SENTENCE--
Ela	O
é	O
deputada	O
por	O
que	O
região	O
?	O
--SENTENCE--	--SENTENCE--
Quem	O
foi	O
eleito	O
presidente	O
da	O
África	B-LOCAL
do	I-LOCAL
Sul	I-LOCAL
a	B-TEMPO
9	I-TEMPO
de	I-TEMPO
Maio	I-TEMPO
de	I-TEMPO
1994	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Quem	O
se	O
tornou	O
líder	O
do	O
Partido	B-ORGANIZACAO
Trabalhista	I-ORGANIZACAO
britânico	O
a	B-TEMPO
21	I-TEMPO
de	I-TEMPO
Julho	I-TEMPO
de	I-TEMPO
1994	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Quais	O
as	O
cinco	O
praias	O
do	O
desembarque	O
das	O
quais	O
um	O
industrial	O
comprou	O
200	B-VALOR
toneladas	I-VALOR
de	O
areia	O
para	O
comemorar	O
o	O
50º	B-VALOR
aniversário	O
do	O
Dia-D	O
?	O
--SENTENCE--	--SENTENCE--
Quem	O
era	O
presidente	O
da	O
Comissão	B-ORGANIZACAO
Europeia	I-ORGANIZACAO
em	B-TEMPO
1995	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Onde	O
é	O
que	O
Stephanie	B-PESSOA
do	O
Mónaco	B-LOCAL
e	O
Daniel	B-PESSOA
Ducruet	I-PESSOA
se	O
casaram	O
?	O
--SENTENCE--	--SENTENCE--
Quantas	O
pessoas	O
estavam	O
presentes	O
na	O
cerimónia	O
em	O
memória	O
do	O
escritor	O
Elias	B-PESSOA
Canetti	I-PESSOA
?	O
--SENTENCE--	--SENTENCE--
Qual	O
o	O
endereço	O
da	O
Delegação	B-LOCAL
de	I-LOCAL
Turismo	I-LOCAL
do	O
Sri	B-LOCAL
Lanka	I-LOCAL
?	O
--SENTENCE--	--SENTENCE--
Que	O
aconteceu	O
na	O
Argélia	B-LOCAL
na	B-TEMPO
noite	I-TEMPO
de	I-TEMPO
17	I-TEMPO
para	I-TEMPO
18	I-TEMPO
de	I-TEMPO
Agosto	I-TEMPO
de	I-TEMPO
1994	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Quantas	O
pessoas	O
morreram	O
no	O
terramoto	O
?	O
--SENTENCE--	--SENTENCE--
Quantos	O
quilómetros	O
são	O
de	O
Orão	B-LOCAL
a	O
Macara	B-LOCAL
?	O
--SENTENCE--	--SENTENCE--
Um	O
míssil	O
ASMP	O
é	O
quantas	O
vezes	O
mais	O
rápido	O
do	O
que	O
a	O
velocidade	O
do	O
som	O
?	O
--SENTENCE--	--SENTENCE--
O	O
que	O
é	O
a	O
FPLP	B-ORGANIZACAO
?	O
--SENTENCE--	--SENTENCE--
Quem	O
era	O
considerado	O
chefe	O
do	O
grupo	O
?	O
--SENTENCE--	--SENTENCE--
Em	O
que	O
país	O
fica	O
Beit	B-LOCAL
Liqya	I-LOCAL
?	O
--SENTENCE--	--SENTENCE--
A	O
que	O
cidade	O
chinesa	O
foi	O
Warren	B-PESSOA
Christopher	I-PESSOA
enviado	O
por	O
Bill	B-PESSOA
Clinton	I-PESSOA
para	O
apreciar	O
os	O
eventuais	O
progressos	O
relativos	O
aos	O
direitos	O
humanos	O
?	O
--SENTENCE--	--SENTENCE--
Quem	O
é	O
Sir	B-PESSOA
Winston	I-PESSOA
Churchill	I-PESSOA
?	O
--SENTENCE--	--SENTENCE--
Que	O
prémio	O
ganhou	O
o	O
filme	O
``	O
Pulp	O
Fiction	O
''	O
no	O
Festival	B-ACONTECIMENTO
de	O
Cannes	B-LOCAL
?	O
--SENTENCE--	--SENTENCE--
Quem	O
realizou	O
esse	O
filme	O
?	O
--SENTENCE--	--SENTENCE--
Quem	O
é	O
o	O
actor	O
principal	O
?	O
--SENTENCE--	--SENTENCE--
Quantos	O
habitantes	O
tem	O
a	O
União	B-LOCAL
Soviética	I-LOCAL
?	O
--SENTENCE--	--SENTENCE--
Quantos	O
poços	O
tiveram	O
que	O
ser	O
encerrados	O
após	O
a	O
ruptura	O
de	O
um	O
oleoduto	O
na	O
Sibéria	O
?	O
--SENTENCE--	--SENTENCE--
Onde	O
é	O
que	O
fica	O
o	O
aeroporto	O
de	O
Irkutsk	B-LOCAL
?	O
--SENTENCE--	--SENTENCE--
Que	O
dois	O
bancos	O
se	O
fundiram	O
para	O
formar	O
o	O
banco	O
Tokyo-Mitsubishi	B-ORGANIZACAO
?	O
--SENTENCE--	--SENTENCE--
Quantos	O
quilómetros	O
separam	O
Kikwit	B-LOCAL
de	O
Kinshasa	B-LOCAL
?	O
--SENTENCE--	--SENTENCE--
Em	O
que	O
filme	O
de	O
André	B-PESSOA
Cayatte	I-PESSOA
participou	O
Annie	B-PESSOA
Girardot	I-PESSOA
em	B-TEMPO
1971	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
De	O
que	O
doença	O
é	O
que	O
ela	O
sofre	O
desde	B-TEMPO
2006	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Onde	O
é	O
que	O
ela	O
nasceu	O
?	O
--SENTENCE--	--SENTENCE--
O	O
que	O
é	O
a	O
aceleração	O
centrífuga	O
?	O
--SENTENCE--	--SENTENCE--
O	O
que	O
significa	O
a	O
sigla	O
WIA	O
?	O
--SENTENCE--	--SENTENCE--
Em	O
que	O
ano	O
foi	O
realizado	O
o	O
filme	O
``	O
Ace	O
Ventura	O
em	O
África	O
''	O
?	O
--SENTENCE--	--SENTENCE--
Que	O
vírus	O
atingiu	O
o	O
Zaire	B-LOCAL
?	O
--SENTENCE--	--SENTENCE--
O	O
que	O
é	O
Geographos	O
?	O
--SENTENCE--	--SENTENCE--
Que	O
avião	O
civil	O
efectuou	O
o	O
voo	O
mais	O
longo	O
sem	O
escalas	O
?	O
--SENTENCE--	--SENTENCE--
Onde	O
é	O
que	O
o	O
A340	O
levou	O
a	O
cabo	O
o	O
voo	O
mais	O
longo	O
sem	O
escalas	O
por	O
um	O
avião	O
civil	O
?	O
--SENTENCE--	--SENTENCE--
Quando	O
é	O
que	O
este	O
feito	O
foi	O
levado	O
a	O
cabo	O
?	O
--SENTENCE--	--SENTENCE--
Que	O
nome	O
se	O
dá	O
a	O
uma	O
inflamação	O
dos	O
gânglios	O
?	O
--SENTENCE--	--SENTENCE--
Quais	O
são	O
os	O
outros	O
três	O
nomes	O
do	O
Arsenal	B-ORGANIZACAO
Football	I-ORGANIZACAO
Club	I-ORGANIZACAO
?	O
--SENTENCE--	--SENTENCE--
Quando	O
é	O
que	O
este	O
clube	O
foi	O
fundado	O
?	O
--SENTENCE--	--SENTENCE--
Em	O
que	O
estádio	O
é	O
que	O
os	O
jogadores	O
do	O
Arsenal	O
têm	O
estado	O
a	O
treinar	O
desde	B-TEMPO
Agosto	I-TEMPO
de	I-TEMPO
2006	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Quantos	O
lugares	O
tem	O
o	O
estádio	O
?	O
--SENTENCE--	--SENTENCE--
Com	O
que	O
Prémio	O
Nobel	O
é	O
que	O
Seamus	B-PESSOA
Heaney	I-PESSOA
foi	O
galardoado	O
?	O
--SENTENCE--	--SENTENCE--
Quantos	O
estados	O
ratificaram	O
a	O
convenção	O
adoptada	O
pela	O
Assembleia	B-ORGANIZACAO
Geral	I-ORGANIZACAO
da	O
ONU	B-ORGANIZACAO
em	B-TEMPO
20	I-TEMPO
de	I-TEMPO
Novembro	I-TEMPO
de	I-TEMPO
1989	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Quem	O
é	O
Arsène	B-PESSOA
Wenger	I-PESSOA
?	O
--SENTENCE--	--SENTENCE--
De	O
que	O
equipa	O
é	O
que	O
ele	O
se	O
tornou	O
treinador	O
em	B-TEMPO
1987	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Em	O
que	O
ano	O
foi	O
fundada	O
a	O
firma	O
Adidas	B-ORGANIZACAO
Group	I-ORGANIZACAO
AG	I-ORGANIZACAO
?	O
--SENTENCE--	--SENTENCE--
Qual	O
é	O
a	O
sua	O
área	O
de	O
trabalho	O
?	O
--SENTENCE--	--SENTENCE--
Qual	O
é	O
a	O
altitude	O
do	O
Monte	O
Rosa	O
?	O
--SENTENCE--	--SENTENCE--
Quantos	O
litros	O
de	O
azeite	O
são	O
comercializados	O
por	B-TEMPO
ano	I-TEMPO
pela	O
EBS	B-ORGANIZACAO
?	O
--SENTENCE--	--SENTENCE--
De	O
que	O
país	O
é	O
Kim	B-PESSOA
Il	I-PESSOA
Sung	I-PESSOA
presidente	O
?	O
--SENTENCE--	--SENTENCE--
As	O
amêndoas	O
são	O
o	O
fruto	O
de	O
que	O
árvore	O
?	O
--SENTENCE--	--SENTENCE--
De	O
onde	O
é	O
que	O
ela	O
é	O
originária	O
?	O
--SENTENCE--	--SENTENCE--
Quem	O
é	O
Charles-Ange	B-PESSOA
Ginésy	I-PESSOA
?	O
--SENTENCE--	--SENTENCE--
De	O
que	O
município	O
é	O
que	O
ele	O
também	O
é	O
presidente	O
?	O
--SENTENCE--	--SENTENCE--
Em	O
que	O
grupo	O
político	O
é	O
que	O
ele	O
tem	O
assento	O
?	O
--SENTENCE--	--SENTENCE--
O	O
que	O
é	O
a	O
febre-amarela	O
?	O
--SENTENCE--	--SENTENCE--
Que	O
ferry-boat	O
famoso	O
naufragou	O
no	O
Mar	O
Báltico	O
?	O
--SENTENCE--	--SENTENCE--
Em	O
que	O
país	O
teve	O
lugar	O
a	O
cimeira	O
dos	O
G7	B-ORGANIZACAO
em	B-TEMPO
Julho	I-TEMPO
de	I-TEMPO
1994	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
A	O
que	O
horas	O
ocorreu	O
o	O
acidente	O
no	O
metro	O
de	O
Valência	B-LOCAL
a	B-TEMPO
3	I-TEMPO
de	I-TEMPO
Julho	I-TEMPO
de	I-TEMPO
2006	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Quantos	O
mortos	O
causou	O
esse	O
acidente	O
?	O
--SENTENCE--	--SENTENCE--
A	O
que	O
velocidade	O
circulava	O
o	O
metro	O
?	O
--SENTENCE--	--SENTENCE--
Quando	O
é	O
que	O
a	O
Tanzânia	B-LOCAL
fechou	O
as	O
fronteiras	O
aos	O
refugiados	O
do	O
Ruanda	B-LOCAL
?	O
--SENTENCE--	--SENTENCE--
Que	O
slalom	O
é	O
que	O
Alberto	B-PESSOA
Tomba	I-PESSOA
ganhou	O
a	B-TEMPO
6	I-TEMPO
de	I-TEMPO
Fevereiro	I-TEMPO
de	I-TEMPO
1994	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
O	O
que	O
é	O
``	O
Ace	O
of	O
Base	O
''	O
?	O
--SENTENCE--	--SENTENCE--
De	O
que	O
cidade	O
é	O
este	O
grupo	O
?	O
--SENTENCE--	--SENTENCE--
Quem	O
são	O
os	O
quatro	O
membros	O
que	O
compõem	O
o	O
grupo	O
?	O
--SENTENCE--	--SENTENCE--
Qual	O
é	O
o	O
arranha-céus	O
mais	O
alto	O
do	O
mundo	O
?	O
--SENTENCE--	--SENTENCE--
O	O
que	O
é	O
Asandros	B-PESSOA
?	O
--SENTENCE--	--SENTENCE--
Quem	O
é	O
o	O
irmão	O
dele	O
?	O
--SENTENCE--	--SENTENCE--
Onde	O
é	O
que	O
Danny	B-PESSOA
Barker	I-PESSOA
morreu	O
?	O
--SENTENCE--	--SENTENCE--
Quem	O
foi	O
nomeado	O
presidente	O
da	O
SNCF	B-ORGANIZACAO
em	B-TEMPO
20	I-TEMPO
de	I-TEMPO
Dezembro	I-TEMPO
de	I-TEMPO
1995	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Que	O
quatro	O
planetas	O
do	O
sistema	O
solar	O
são	O
compostos	O
principalmente	O
de	O
gás	O
?	O
--SENTENCE--	--SENTENCE--
Diga	O
um	O
corpo	O
celeste.	O
--SENTENCE--	--SENTENCE--
De	O
que	O
é	O
que	O
é	O
composta	O
a	O
atmosfera	O
da	O
Lua	O
?	O
--SENTENCE--	--SENTENCE--
Em	O
informática	O
,	O
o	O
que	O
é	O
Alien	O
?	O
--SENTENCE--	--SENTENCE--
Qual	O
é	O
a	O
principal	O
companhia	O
de	O
aviação	O
em	O
França	B-LOCAL
?	O
--SENTENCE--	--SENTENCE--
Que	O
cinco	O
companhias	O
de	O
aviação	O
que	O
se	O
fundiram	O
em	B-TEMPO
1933	I-TEMPO
para	O
criar	O
a	O
Air	B-ORGANIZACAO
France	I-ORGANIZACAO
?	O
--SENTENCE--	--SENTENCE--
Em	O
quantos	O
países	O
os	O
aviões	O
da	O
Air	B-ORGANIZACAO
France	I-ORGANIZACAO
fazem	O
os	O
seus	O
1800	B-VALOR
voos	O
diários	O
?	O
--SENTENCE--	--SENTENCE--
Que	O
companhia	O
detém	O
100	B-VALOR
%	I-VALOR
do	O
capital	O
da	O
Air	B-ORGANIZACAO
France	I-ORGANIZACAO
?	O
--SENTENCE--	--SENTENCE--
Que	O
conto	O
célebre	O
de	O
Hans	B-PESSOA
Christian	I-PESSOA
Andersen	I-PESSOA
é	O
a	O
adaptação	O
do	O
conto	O
``	O
Aladino	O
e	O
a	O
Lâmpada	O
Mágica	O
''	O
?	O
--SENTENCE--	--SENTENCE--
O	O
que	O
é	O
a	O
AIEA	B-ORGANIZACAO
?	O
--SENTENCE--	--SENTENCE--
Que	O
prémio	O
é	O
recebeu	O
em	B-TEMPO
2005	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Em	O
que	O
cidade	O
podemos	O
encontrar	O
essa	O
agência	O
?	O
--SENTENCE--	--SENTENCE--
Qual	O
foi	O
o	O
seu	O
orçamento	O
para	B-TEMPO
o	I-TEMPO
ano	I-TEMPO
de	I-TEMPO
2004	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Quando	O
é	O
que	O
Thierry	B-PESSOA
Henry	I-PESSOA
ganhou	O
o	O
campeonato	O
do	O
mundo	O
de	O
râguebi	O
?	O
--SENTENCE--	--SENTENCE--
O	O
que	O
é	O
a	O
MNEF	B-ORGANIZACAO
?	O
--SENTENCE--	--SENTENCE--
Quando	O
é	O
que	O
chegou	O
ao	O
fim	O
o	O
último	O
julgamento	O
sobre	O
o	O
escândalo	O
da	O
MNEF	B-ORGANIZACAO
?	O
--SENTENCE--	--SENTENCE--
Segundo	O
Jean	B-PESSOA
Michel	I-PESSOA
Grosz	I-PESSOA
,	O
que	O
organização	O
foi	O
criada	O
no	O
seu	O
escritório	O
?	O
--SENTENCE--	--SENTENCE--
Qual	O
era	O
a	O
altura	O
de	O
Marylin	B-PESSOA
Monroe	I-PESSOA
?	O
--SENTENCE--	--SENTENCE--
Que	O
vaivém	O
pôs	O
a	O
sonda	O
espacial	O
Ulisses	O
em	O
órbita	O
?	O
--SENTENCE--	--SENTENCE--
Que	O
idade	O
tinha	O
Grégory	B-PESSOA
Villemin	I-PESSOA
quando	O
o	O
seu	O
corpo	O
foi	O
encontrado	O
?	O
--SENTENCE--	--SENTENCE--
Quem	O
era	O
Bernard	B-PESSOA
Laroche	I-PESSOA
?	O
--SENTENCE--	--SENTENCE--
Que	O
juiz	O
acusou	O
Christine	B-PESSOA
Villemin	I-PESSOA
?	O
--SENTENCE--	--SENTENCE--
O	O
que	O
é	O
Alcatel	B-ORGANIZACAO
?	O
--SENTENCE--	--SENTENCE--
Que	O
companhia	O
foi	O
criada	O
por	O
Pierre	B-PESSOA
Azaria	I-PESSOA
em	B-TEMPO
1898	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Com	O
que	O
grupo	O
a	O
Alcatel	B-ORGANIZACAO
anunciou	O
a	O
fusão	O
em	B-TEMPO
Março	I-TEMPO
de	I-TEMPO
2006	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Quem	O
era	O
o	O
director-geral	O
da	O
Alcatel	B-ORGANIZACAO
de	B-TEMPO
1986	I-TEMPO
a	I-TEMPO
1995	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
O	O
que	O
é	O
Assédic	O
?	O
--SENTENCE--	--SENTENCE--
Quando	O
é	O
que	O
saiu	O
o	O
rimeiro	O
Álbum	O
da	O
cantora	O
americana	O
Anastacia	B-PESSOA
?	O
--SENTENCE--	--SENTENCE--
Desde	O
a	O
saída	O
do	O
seu	O
primeiro	O
álbum	O
,	O
quantos	O
discos	O
é	O
que	O
Anastacia	B-PESSOA
vendeu	O
?	O
--SENTENCE--	--SENTENCE--
Quando	O
é	O
que	O
Jacques	B-PESSOA
Chirac	I-PESSOA
foi	O
assassinado	O
?	O
--SENTENCE--	--SENTENCE--
Que	O
jogador	O
espanhol	O
ganhou	O
Roland	B-ACONTECIMENTO
Garros	I-ACONTECIMENTO
em	B-TEMPO
1994	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Quantos	O
habitantes	O
tem	O
a	O
Alemanha	B-LOCAL
?	O
--SENTENCE--	--SENTENCE--
Quantos	O
quilómetros	O
de	O
ferrovia	O
tinha	O
a	O
Alemanha	B-LOCAL
em	B-TEMPO
1998	I-TEMPO
?	O
--SENTENCE--	--SENTENCE--
Em	B-TEMPO
Novembro	I-TEMPO
de	I-TEMPO
2005	I-TEMPO
,	O
qual	O
a	O
taxa	O
de	O
desemprego	O
na	O
Alemanha	B-LOCAL
?	O
--SENTENCE--	--SENTENCE--
Qual	O
era	O
a	O
moeda	O
da	O
Alemanha	B-LOCAL
antes	O
do	O
euro	O
?	O
--SENTENCE--	--SENTENCE--
Num	O
relógio	O
,	O
qual	O
o	O
ponteiro	O
que	O
aponta	O
para	O
as	O
horas	O
?	O
--SENTENCE--	--SENTENCE--
O	O
que	O
é	O
o	O
amianto	O
?	O
--SENTENCE--	--SENTENCE--
Qual	O
a	O
primeira	O
causa	O
de	O
morte	O
das	O
pessoas	O
expostas	O
ao	O
amianto	O
?	O
--SENTENCE--	--SENTENCE--
O	O
que	O
é	O
um	O
administrador	O
de	O
rede	O
?	O
--SENTENCE--	--SENTENCE--
Quem	O
é	O
Allan	B-PESSOA
Frederick	I-PESSOA
Jacobsen	I-PESSOA
?	O
--SENTENCE--	--SENTENCE--
Por	O
que	O
clube	O
joga	O
?	O
--SENTENCE--	--SENTENCE--
Quanto	O
é	O
que	O
ele	O
pesa	O
?	O
